"g","t","event_time","n_treat_pre","n_treat_post","n_control_pre","n_control_post","n_total","identifiable","reason"
202209,202501,292,1,1,13,11,26,TRUE,NA
202209,202502,293,1,1,13,11,26,TRUE,NA
202209,202503,294,1,0,13,11,25,FALSE,"n_treat_post=0"
202209,202504,295,1,0,13,11,25,FALSE,"n_treat_post=0"
202209,202505,296,1,0,13,11,25,FALSE,"n_treat_post=0"
202209,202506,297,1,0,13,10,24,FALSE,"n_treat_post=0"
202209,202507,298,1,0,13,10,24,FALSE,"n_treat_post=0"
202209,202508,299,1,0,13,10,24,FALSE,"n_treat_post=0"
202209,202509,300,1,0,13,10,24,FALSE,"n_treat_post=0"
202301,202301,0,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202302,1,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202303,2,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202304,3,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202305,4,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202306,5,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202307,6,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202308,7,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202309,8,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202310,9,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202311,10,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202312,11,0,1,0,12,13,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202401,100,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202402,101,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202403,102,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202404,103,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202405,104,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202406,105,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202407,106,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202408,107,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202409,108,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202410,109,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202411,110,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202412,111,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202501,200,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202502,201,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202503,202,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202504,203,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202505,204,0,1,0,11,12,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202506,205,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202507,206,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202508,207,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
202301,202509,208,0,1,0,10,11,FALSE,"n_treat_pre=0, n_control_pre=0"
